qid	parsed_subj	parsed_pred	sid	pretty_values	proc_values	answers	answer
D272Q08	not_parsed	not_parsed					
D272Q09	not_parsed	not_parsed					
D273Q01	绿蚁龟一	出生地	[]	[]	[]	[]	None
D273Q03	not_parsed	not_parsed					
D273Q04	not_parsed	not_parsed					
D274Q01	王昌龄	朝代	['Q704344']	['Q9683 唐朝']	['唐朝', '唐', "T'ang Ch'ao", '唐代', 'Táng Cháo']	['唐']	唐
D274Q02	not_parsed	not_parsed					
D274Q03	not_parsed	not_parsed					
D274Q04	not_parsed	not_parsed					
D274Q06	not_parsed	not_parsed					
D274Q07	not_parsed	not_parsed					
D274Q08	not_parsed	not_parsed					
D275Q01	曹操	朝代	['Q204077', 'Q45625375', 'Q982875', 'Q65904726']	['Q1147037 東漢', 'Q320930 曹魏', 'Q30 美國']	['东汉', '东汉王朝', '中汉', '曹魏', '三国魏', '魏', '前魏', '美国', '美利坚合众国', '阿美理卡', '花旗国']	['东汉']	东汉
D275Q02	not_parsed	not_parsed					
D275Q03	周瑜	國籍	['Q198048', 'Q18652115', 'Q45404070', 'Q45611850', 'Q45628575', 'Q45702555', 'Q60994610']	['Q1147037 東漢', 'Q7462 宋朝', 'Q9903 明朝', 'Q9903 明朝', 'Q9903 明朝']	['东汉', '东汉王朝', '中汉', '宋朝', '赵宋', '炎宋', '宋代', '两宋', '大宋', '明朝', '大明', '大明朝', '大明国', '明国', '明帝国', '朱明', '明代', '大明帝国', '明朝', '大明', '大明朝', '大明国', '明国', '明帝国', '朱明', '明代', '大明帝国', '明朝', '大明', '大明朝', '大明国', '明国', '明帝国', '朱明', '明代', '大明帝国']	['东汉']	东汉
D275Q04	not_parsed	not_parsed					
D275Q06	not_parsed	not_parsed					
D275Q08	not_parsed	not_parsed					
D276Q01	not_parsed	not_parsed					
D276Q02	not_parsed	not_parsed					
D276Q03	not_parsed	not_parsed					
D276Q04	not_parsed	not_parsed					
D276Q05	not_parsed	not_parsed					
D276Q06	not_parsed	not_parsed					
D276Q07	not_parsed	not_parsed					
D276Q08	not_parsed	not_parsed					
D276Q09	not_parsed	not_parsed					
D276Q10	not_parsed	not_parsed					
D276Q11	not_parsed	not_parsed					
D276Q12	not_parsed	not_parsed					
D276Q13	not_parsed	not_parsed					
D276Q14	not_parsed	not_parsed					
D278Q01	not_parsed	not_parsed					
D278Q02	not_parsed	not_parsed					
D278Q03	not_parsed	not_parsed					
D278Q04	not_parsed	not_parsed					
D278Q06	not_parsed	not_parsed					
D278Q08	not_parsed	not_parsed					
D278Q09	not_parsed	not_parsed					
D278Q10	not_parsed	not_parsed					
D278Q11	not_parsed	not_parsed					
D278Q13	not_parsed	not_parsed					
D281Q01	not_parsed	not_parsed					
D281Q03	not_parsed	not_parsed					
D281Q04	not_parsed	not_parsed					
D281Q05	not_parsed	not_parsed					
D281Q07	not_parsed	not_parsed					
D281Q08	not_parsed	not_parsed					
D282Q01	not_parsed	not_parsed					
D282Q04	not_parsed	not_parsed					
D282Q05	not_parsed	not_parsed					
D282Q06	not_parsed	not_parsed					
D282Q12	not_parsed	not_parsed					
D282Q13	not_parsed	not_parsed					
D282Q14	not_parsed	not_parsed					
D283Q02	not_parsed	not_parsed					
D283Q03	not_parsed	not_parsed					
D283Q04	not_parsed	not_parsed					
D283Q05	not_parsed	not_parsed					
D283Q06	not_parsed	not_parsed					
D283Q07	not_parsed	not_parsed					
D284Q01	珍‧古德	國籍	['Q184746', 'Q4867169']	['Q145 英國', 'Q668 印度', 'Q129286 英屬印度']	['英国', '大不列颠及北爱尔兰联合王国', '联合王国', '不列颠', '印度', '印度共和国', '英属印度', 'British India', '印度帝国']	['英国', '英国']	英国
D284Q03	not_parsed	not_parsed					
D284Q04	not_parsed	not_parsed					
D284Q05	not_parsed	not_parsed					
D284Q06	not_parsed	not_parsed					
D284Q07	珍‧古德发现猩猩用	出生地	['Q4867169']	[]	[]	[]	None
D285Q01	玄奘	朝代	['Q42063', 'Q45542985']	['Q9683 唐朝', 'Q7405 隋朝', 'Q9683 唐朝']	['唐朝', '唐', "T'ang Ch'ao", '唐代', 'Táng Cháo', '隋朝', '隋', '唐朝', '唐', "T'ang Ch'ao", '唐代', 'Táng Cháo']	['唐', '唐', '唐代', '唐代', '唐', '唐', '唐代', '唐代']	唐代
D285Q02	not_parsed	not_parsed					
D285Q03	not_parsed	not_parsed					
D285Q04	not_parsed	not_parsed					
D285Q05	not_parsed	not_parsed					
D285Q06	not_parsed	not_parsed					
D286Q01	not_parsed	not_parsed					
D286Q02	not_parsed	not_parsed					
D286Q03	not_parsed	not_parsed					
D286Q04	not_parsed	not_parsed					
D286Q05	not_parsed	not_parsed					
D286Q06	not_parsed	not_parsed					
D286Q07	not_parsed	not_parsed					
D286Q08	not_parsed	not_parsed					
D287Q01	not_parsed	not_parsed					
D287Q02	not_parsed	not_parsed					
D287Q03	not_parsed	not_parsed					
D287Q04	not_parsed	not_parsed					
D287Q05	not_parsed	not_parsed					
D288Q01	not_parsed	not_parsed					
D288Q02	not_parsed	not_parsed					
D288Q03	not_parsed	not_parsed					
D288Q04	not_parsed	not_parsed					
D288Q05	not_parsed	not_parsed					
D288Q06	not_parsed	not_parsed					
D288Q07	not_parsed	not_parsed					
D288Q08	not_parsed	not_parsed					
D288Q09	not_parsed	not_parsed					
D288Q10	not_parsed	not_parsed					
D288Q11	not_parsed	not_parsed					
D289Q01	not_parsed	not_parsed					
D289Q02	not_parsed	not_parsed					
D289Q03	not_parsed	not_parsed					
D289Q05	not_parsed	not_parsed					
D289Q08	not_parsed	not_parsed					
D289Q09	太阳神	名字	[]	[]	[]	[]	None
D289Q10	not_parsed	not_parsed					
D289Q11	not_parsed	not_parsed					
D290Q02	not_parsed	not_parsed					
D290Q03	not_parsed	not_parsed					
D290Q05	not_parsed	not_parsed					
D290Q07	not_parsed	not_parsed					
D290Q08	not_parsed	not_parsed					
D290Q09	not_parsed	not_parsed					
D290Q10	not_parsed	not_parsed					
D290Q11	not_parsed	not_parsed					
D291Q01	not_parsed	not_parsed					
D291Q06	not_parsed	not_parsed					
D291Q07	not_parsed	not_parsed					
D291Q08	not_parsed	not_parsed					
D291Q09	not_parsed	not_parsed					
D292Q01	not_parsed	not_parsed					
D292Q02	not_parsed	not_parsed					
D292Q04	not_parsed	not_parsed					
D292Q05	not_parsed	not_parsed					
D292Q06	not_parsed	not_parsed					
D292Q07	not_parsed	not_parsed					
D293Q01	丘逢甲	朝代	['Q718166']	['Q13426199 中華民國 (大陸時期)', 'Q8733 清朝']	['中华民国 (大陆时期)', '中华民国 (1912–1949)', '中华民国', '中华民国大陆时期', '清朝', '大清', '清', '清代']	['清朝', '清朝', '清', '清']	清朝
D293Q02	not_parsed	not_parsed					
D293Q03	not_parsed	not_parsed					
D293Q04	not_parsed	not_parsed					
D293Q05	not_parsed	not_parsed					
D293Q06	not_parsed	not_parsed					
D293Q07	not_parsed	not_parsed					
D293Q08	丘逢甲	出生地	['Q718166']	['Q865 中華民國']	['中华民国', '中国台北', '台湾', 'ROC', '台北当局', '台湾当局', '国民党中国', '中华民国台湾', '中华台北', '中华民国自由地区', '自由中国', '民国', '台澎金马', '台湾地区', '中国台湾']	[]	None
D295Q01	not_parsed	not_parsed					
D295Q02	not_parsed	not_parsed					
D295Q03	not_parsed	not_parsed					
D295Q04	not_parsed	not_parsed					
D295Q06	not_parsed	not_parsed					
D295Q07	not_parsed	not_parsed					
D295Q09	not_parsed	not_parsed					
D296Q01	not_parsed	not_parsed					
D296Q02	not_parsed	not_parsed					
D296Q03	not_parsed	not_parsed					
D296Q04	not_parsed	not_parsed					
D296Q06	not_parsed	not_parsed					
D296Q07	not_parsed	not_parsed					
D296Q08	not_parsed	not_parsed					
D296Q09	not_parsed	not_parsed					
D298Q01	not_parsed	not_parsed					
D298Q02	not_parsed	not_parsed					
D298Q03	not_parsed	not_parsed					
D298Q04	not_parsed	not_parsed					
D298Q05	not_parsed	not_parsed					
D299Q01	not_parsed	not_parsed					
D299Q02	not_parsed	not_parsed					
D299Q05	not_parsed	not_parsed					
D299Q06	not_parsed	not_parsed					
D300Q01	not_parsed	not_parsed					
D300Q03	not_parsed	not_parsed					
D300Q04	not_parsed	not_parsed					
D300Q05	not_parsed	not_parsed					
D300Q07	not_parsed	not_parsed					
D301Q01	not_parsed	not_parsed					
D301Q02	not_parsed	not_parsed					
D301Q03	not_parsed	not_parsed					
D301Q04	not_parsed	not_parsed					
D301Q05	not_parsed	not_parsed					
D301Q07	not_parsed	not_parsed					
D301Q08	not_parsed	not_parsed					
D301Q09	not_parsed	not_parsed					
D301Q10	not_parsed	not_parsed					
D301Q11	not_parsed	not_parsed					
D302Q01	晏子	朝代	['Q1045306', 'Q709736']	['Q837855 齊國']	['齐国']	['齐国', '齐国', '齐国', '齐国']	齐国
D302Q02	not_parsed	not_parsed					
D302Q03	not_parsed	not_parsed					
D302Q05	not_parsed	not_parsed					
D302Q06	not_parsed	not_parsed					
D303Q01	not_parsed	not_parsed					
D303Q02	not_parsed	not_parsed					
D303Q03	not_parsed	not_parsed					
D303Q04	not_parsed	not_parsed					
D303Q05	not_parsed	not_parsed					
D304Q01	not_parsed	not_parsed					
D304Q02	not_parsed	not_parsed					
D304Q03	not_parsed	not_parsed					
D304Q04	not_parsed	not_parsed					
D304Q06	not_parsed	not_parsed					
D304Q07	not_parsed	not_parsed					
D304Q08	not_parsed	not_parsed					
D305Q01	苏东坡	朝代	['Q36020']	['Q319460 北宋']	['北宋']	['北宋']	北宋
D305Q02	not_parsed	not_parsed					
D305Q03	not_parsed	not_parsed					
D305Q04	not_parsed	not_parsed					
D305Q05	not_parsed	not_parsed					
D305Q06	王羲之	朝代	['Q378564']	['Q306928 東晉']	['东晋', '中晋', '东晋时期']	['东晋']	东晋
D305Q07	not_parsed	not_parsed					
D305Q08	怀素是	朝代	['Q3235751']	['Q9683 唐朝']	['唐朝', '唐', "T'ang Ch'ao", '唐代', 'Táng Cháo']	['唐朝', '唐']	唐朝
D305Q09	not_parsed	not_parsed					
D305Q10	not_parsed	not_parsed					
D307Q01	not_parsed	not_parsed					
D307Q02	not_parsed	not_parsed					
D307Q03	not_parsed	not_parsed					
D307Q04	not_parsed	not_parsed					
D307Q05	not_parsed	not_parsed					
D307Q06	not_parsed	not_parsed					
D307Q07	not_parsed	not_parsed					
D308Q01	not_parsed	not_parsed					
D308Q02	not_parsed	not_parsed					
D308Q03	not_parsed	not_parsed					
D308Q04	not_parsed	not_parsed					
D308Q05	not_parsed	not_parsed					
D308Q06	not_parsed	not_parsed					
D308Q07	not_parsed	not_parsed					
