QID,DID,QUESTION,QTYPE,AMODE,ATYPE,VALID ANS,DTEXT,column8
D032Q03,32,新版的北美贸易协定中文名称为何?,进阶题,Single-Span-Extraction,Object,['美国－墨西哥－加拿大协定'],"北美自由贸易协定（英语：North American Free Trade Agreement，NAFTA，法语：Accord de libre-échange nord-américain，ALÉNA，西班牙语：Tratado de Libre Comercio de América del Norte，TLCAN) 是美国、加拿大及墨西哥在1992年8月12日签署了关于三国间全面贸易的协议。与欧盟性质不一样，北美自由贸易协议不是凌驾于国家政府和国家法律上的一项协议。北美自由贸易协议于1994年1月1日正式生效。并同时宣告北美自由贸易区(North America Free Trade Area ，NAFTA)正式成立。北美自由贸易区拥有4.5亿人口，国民生产总值约17.3万亿美元，年贸易总额1.37万亿美元，其经济实力和市场规模都超过欧洲联盟，成为当时世界上最大的区域经济一体化组织。

2018年9月30日，美国、墨西哥和加拿大就更新北美自由贸易协定达成一致，新的贸易协定被命名为「美国－墨西哥－加拿大协定」（United States-Mexico-Canada Agreement, USMCA）。美墨加协议将取代现有的贸易协定，及预计在同年11月生效。",
D032Q04,32,北美贸易协定涉及哪三个国家?,基础题,Multi-Spans-Extraction,Organization,['美国、墨西哥及加拿大'],"北美自由贸易协定（英语：North American Free Trade Agreement，NAFTA，法语：Accord de libre-échange nord-américain，ALÉNA，西班牙语：Tratado de Libre Comercio de América del Norte，TLCAN) 是美国、加拿大及墨西哥在1992年8月12日签署了关于三国间全面贸易的协议。与欧盟性质不一样，北美自由贸易协议不是凌驾于国家政府和国家法律上的一项协议。北美自由贸易协议于1994年1月1日正式生效。并同时宣告北美自由贸易区(North America Free Trade Area ，NAFTA)正式成立。北美自由贸易区拥有4.5亿人口，国民生产总值约17.3万亿美元，年贸易总额1.37万亿美元，其经济实力和市场规模都超过欧洲联盟，成为当时世界上最大的区域经济一体化组织。

2018年9月30日，美国、墨西哥和加拿大就更新北美自由贸易协定达成一致，新的贸易协定被命名为「美国－墨西哥－加拿大协定」（United States-Mexico-Canada Agreement, USMCA）。美墨加协议将取代现有的贸易协定，及预计在同年11月生效。",
D032Q05,32,第一次签订的北美贸易协定于何时签署?,基础题,Single-Span-Extraction,Date-Duration,['1992年8月12日'],"北美自由贸易协定（英语：North American Free Trade Agreement，NAFTA，法语：Accord de libre-échange nord-américain，ALÉNA，西班牙语：Tratado de Libre Comercio de América del Norte，TLCAN) 是美国、加拿大及墨西哥在1992年8月12日签署了关于三国间全面贸易的协议。与欧盟性质不一样，北美自由贸易协议不是凌驾于国家政府和国家法律上的一项协议。北美自由贸易协议于1994年1月1日正式生效。并同时宣告北美自由贸易区(North America Free Trade Area ，NAFTA)正式成立。北美自由贸易区拥有4.5亿人口，国民生产总值约17.3万亿美元，年贸易总额1.37万亿美元，其经济实力和市场规模都超过欧洲联盟，成为当时世界上最大的区域经济一体化组织。

2018年9月30日，美国、墨西哥和加拿大就更新北美自由贸易协定达成一致，新的贸易协定被命名为「美国－墨西哥－加拿大协定」（United States-Mexico-Canada Agreement, USMCA）。美墨加协议将取代现有的贸易协定，及预计在同年11月生效。",
D032Q06,32,第一次签订的北美贸易协定于何时生效?,基础题,Single-Span-Extraction,Date-Duration,['1994年1月1日'],"北美自由贸易协定（英语：North American Free Trade Agreement，NAFTA，法语：Accord de libre-échange nord-américain，ALÉNA，西班牙语：Tratado de Libre Comercio de América del Norte，TLCAN) 是美国、加拿大及墨西哥在1992年8月12日签署了关于三国间全面贸易的协议。与欧盟性质不一样，北美自由贸易协议不是凌驾于国家政府和国家法律上的一项协议。北美自由贸易协议于1994年1月1日正式生效。并同时宣告北美自由贸易区(North America Free Trade Area ，NAFTA)正式成立。北美自由贸易区拥有4.5亿人口，国民生产总值约17.3万亿美元，年贸易总额1.37万亿美元，其经济实力和市场规模都超过欧洲联盟，成为当时世界上最大的区域经济一体化组织。

2018年9月30日，美国、墨西哥和加拿大就更新北美自由贸易协定达成一致，新的贸易协定被命名为「美国－墨西哥－加拿大协定」（United States-Mexico-Canada Agreement, USMCA）。美墨加协议将取代现有的贸易协定，及预计在同年11月生效。",
D032Q07,32,第一次签订的北美贸易协定从签署至生效过了几日?,进阶题,Date-Duration,Date-Duration,"['506日', '507日']","北美自由贸易协定（英语：North American Free Trade Agreement，NAFTA，法语：Accord de libre-échange nord-américain，ALÉNA，西班牙语：Tratado de Libre Comercio de América del Norte，TLCAN) 是美国、加拿大及墨西哥在1992年8月12日签署了关于三国间全面贸易的协议。与欧盟性质不一样，北美自由贸易协议不是凌驾于国家政府和国家法律上的一项协议。北美自由贸易协议于1994年1月1日正式生效。并同时宣告北美自由贸易区(North America Free Trade Area ，NAFTA)正式成立。北美自由贸易区拥有4.5亿人口，国民生产总值约17.3万亿美元，年贸易总额1.37万亿美元，其经济实力和市场规模都超过欧洲联盟，成为当时世界上最大的区域经济一体化组织。

2018年9月30日，美国、墨西哥和加拿大就更新北美自由贸易协定达成一致，新的贸易协定被命名为「美国－墨西哥－加拿大协定」（United States-Mexico-Canada Agreement, USMCA）。美墨加协议将取代现有的贸易协定，及预计在同年11月生效。",
D032Q08,32,第二次签订的北美贸易协定于何时签署?,基础题,Single-Span-Extraction,Date-Duration,['2018年9月30日'],"北美自由贸易协定（英语：North American Free Trade Agreement，NAFTA，法语：Accord de libre-échange nord-américain，ALÉNA，西班牙语：Tratado de Libre Comercio de América del Norte，TLCAN) 是美国、加拿大及墨西哥在1992年8月12日签署了关于三国间全面贸易的协议。与欧盟性质不一样，北美自由贸易协议不是凌驾于国家政府和国家法律上的一项协议。北美自由贸易协议于1994年1月1日正式生效。并同时宣告北美自由贸易区(North America Free Trade Area ，NAFTA)正式成立。北美自由贸易区拥有4.5亿人口，国民生产总值约17.3万亿美元，年贸易总额1.37万亿美元，其经济实力和市场规模都超过欧洲联盟，成为当时世界上最大的区域经济一体化组织。

2018年9月30日，美国、墨西哥和加拿大就更新北美自由贸易协定达成一致，新的贸易协定被命名为「美国－墨西哥－加拿大协定」（United States-Mexico-Canada Agreement, USMCA）。美墨加协议将取代现有的贸易协定，及预计在同年11月生效。",
D032Q09,32,第二次签订的北美贸易协定原先预计于何时生效?,进阶题,Date-Duration,Date-Duration,"['同年11月', '2019年11月']","北美自由贸易协定（英语：North American Free Trade Agreement，NAFTA，法语：Accord de libre-échange nord-américain，ALÉNA，西班牙语：Tratado de Libre Comercio de América del Norte，TLCAN) 是美国、加拿大及墨西哥在1992年8月12日签署了关于三国间全面贸易的协议。与欧盟性质不一样，北美自由贸易协议不是凌驾于国家政府和国家法律上的一项协议。北美自由贸易协议于1994年1月1日正式生效。并同时宣告北美自由贸易区(North America Free Trade Area ，NAFTA)正式成立。北美自由贸易区拥有4.5亿人口，国民生产总值约17.3万亿美元，年贸易总额1.37万亿美元，其经济实力和市场规模都超过欧洲联盟，成为当时世界上最大的区域经济一体化组织。

2018年9月30日，美国、墨西哥和加拿大就更新北美自由贸易协定达成一致，新的贸易协定被命名为「美国－墨西哥－加拿大协定」（United States-Mexico-Canada Agreement, USMCA）。美墨加协议将取代现有的贸易协定，及预计在同年11月生效。",
D032Q10,32,第二次签订的北美贸易协定从签署至生效过了几日?,进阶题,Date-Duration,Date-Duration,['资讯不足无法判定'],"北美自由贸易协定（英语：North American Free Trade Agreement，NAFTA，法语：Accord de libre-échange nord-américain，ALÉNA，西班牙语：Tratado de Libre Comercio de América del Norte，TLCAN) 是美国、加拿大及墨西哥在1992年8月12日签署了关于三国间全面贸易的协议。与欧盟性质不一样，北美自由贸易协议不是凌驾于国家政府和国家法律上的一项协议。北美自由贸易协议于1994年1月1日正式生效。并同时宣告北美自由贸易区(North America Free Trade Area ，NAFTA)正式成立。北美自由贸易区拥有4.5亿人口，国民生产总值约17.3万亿美元，年贸易总额1.37万亿美元，其经济实力和市场规模都超过欧洲联盟，成为当时世界上最大的区域经济一体化组织。

2018年9月30日，美国、墨西哥和加拿大就更新北美自由贸易协定达成一致，新的贸易协定被命名为「美国－墨西哥－加拿大协定」（United States-Mexico-Canada Agreement, USMCA）。美墨加协议将取代现有的贸易协定，及预计在同年11月生效。",
D033Q01,33,「北美自由贸易协议2.0」的英文全名为何?,进阶题,Single-Span-Extraction,Organization,['United States-Mexico-Canada Agreement'],"《美国－墨西哥－加拿大协议》United States-Mexico-Canada Agreement, （简称《美墨加协议》USMCA；西班牙语：Tratado entre México, Estados Unidos y Canadá，T-MEC；法语：Accord Canada–États-Unis–Mexique，ACEUM）是加拿大、墨西哥和美国之间的一项自由贸易协定，谈判结束并达成一致共识。它也被称为「北美自由贸易协议2.0」，以便区分其前身《北美自由贸易协议》。这是北美自由贸易协定成员国在2017-2018年重新谈判的结果。2018年9月30日，美墨加三国非正式同意条款，并于10月1日正式同意条款。2018年二十国集团布宜诺斯艾利斯峰会举行期间，美国总统唐纳·川普、墨西哥总统培尼亚·涅托和加拿大总理贾斯汀·杜鲁多在11月30日签署了《美墨加协定》 。各国立法机构仍然必须批准该协议，才能生效。
相比《北美自由贸易协定》，《美墨加协定》给予美国更多机会进入总值190亿美元的加拿大乳制品市场，同时鼓励国内生产更多的汽车和卡车，增加环境和劳工法规，并引入最新的知识财产措施。",
D033Q03,33,「北美自由贸易协议2.0」的法文全名为何?,进阶题,Single-Span-Extraction,Organization,['Accord Canada–États-Unis–Mexique'],"《美国－墨西哥－加拿大协议》United States-Mexico-Canada Agreement, （简称《美墨加协议》USMCA；西班牙语：Tratado entre México, Estados Unidos y Canadá，T-MEC；法语：Accord Canada–États-Unis–Mexique，ACEUM）是加拿大、墨西哥和美国之间的一项自由贸易协定，谈判结束并达成一致共识。它也被称为「北美自由贸易协议2.0」，以便区分其前身《北美自由贸易协议》。这是北美自由贸易协定成员国在2017-2018年重新谈判的结果。2018年9月30日，美墨加三国非正式同意条款，并于10月1日正式同意条款。2018年二十国集团布宜诺斯艾利斯峰会举行期间，美国总统唐纳·川普、墨西哥总统培尼亚·涅托和加拿大总理贾斯汀·杜鲁多在11月30日签署了《美墨加协定》 。各国立法机构仍然必须批准该协议，才能生效。
相比《北美自由贸易协定》，《美墨加协定》给予美国更多机会进入总值190亿美元的加拿大乳制品市场，同时鼓励国内生产更多的汽车和卡车，增加环境和劳工法规，并引入最新的知识财产措施。",
D033Q05,33,「北美自由贸易协议2.0」的西班牙文全名为何?,进阶题,Single-Span-Extraction,Organization,"['Tratado entre México, Estados Unidos y Canadá']","《美国－墨西哥－加拿大协议》United States-Mexico-Canada Agreement, （简称《美墨加协议》USMCA；西班牙语：Tratado entre México, Estados Unidos y Canadá，T-MEC；法语：Accord Canada–États-Unis–Mexique，ACEUM）是加拿大、墨西哥和美国之间的一项自由贸易协定，谈判结束并达成一致共识。它也被称为「北美自由贸易协议2.0」，以便区分其前身《北美自由贸易协议》。这是北美自由贸易协定成员国在2017-2018年重新谈判的结果。2018年9月30日，美墨加三国非正式同意条款，并于10月1日正式同意条款。2018年二十国集团布宜诺斯艾利斯峰会举行期间，美国总统唐纳·川普、墨西哥总统培尼亚·涅托和加拿大总理贾斯汀·杜鲁多在11月30日签署了《美墨加协定》 。各国立法机构仍然必须批准该协议，才能生效。
相比《北美自由贸易协定》，《美墨加协定》给予美国更多机会进入总值190亿美元的加拿大乳制品市场，同时鼓励国内生产更多的汽车和卡车，增加环境和劳工法规，并引入最新的知识财产措施。",
D033Q06,33,「北美自由贸易协议2.0」的西班牙文简称为何?,进阶题,Single-Span-Extraction,Organization,['T-MEC'],"《美国－墨西哥－加拿大协议》United States-Mexico-Canada Agreement, （简称《美墨加协议》USMCA；西班牙语：Tratado entre México, Estados Unidos y Canadá，T-MEC；法语：Accord Canada–États-Unis–Mexique，ACEUM）是加拿大、墨西哥和美国之间的一项自由贸易协定，谈判结束并达成一致共识。它也被称为「北美自由贸易协议2.0」，以便区分其前身《北美自由贸易协议》。这是北美自由贸易协定成员国在2017-2018年重新谈判的结果。2018年9月30日，美墨加三国非正式同意条款，并于10月1日正式同意条款。2018年二十国集团布宜诺斯艾利斯峰会举行期间，美国总统唐纳·川普、墨西哥总统培尼亚·涅托和加拿大总理贾斯汀·杜鲁多在11月30日签署了《美墨加协定》 。各国立法机构仍然必须批准该协议，才能生效。
相比《北美自由贸易协定》，《美墨加协定》给予美国更多机会进入总值190亿美元的加拿大乳制品市场，同时鼓励国内生产更多的汽车和卡车，增加环境和劳工法规，并引入最新的知识财产措施。",
D033Q07,33,「北美自由贸易协议2.0」的中文全名为何?,基础题,Single-Span-Extraction,Organization,['美国－墨西哥－加拿大协议'],"《美国－墨西哥－加拿大协议》United States-Mexico-Canada Agreement, （简称《美墨加协议》USMCA；西班牙语：Tratado entre México, Estados Unidos y Canadá，T-MEC；法语：Accord Canada–États-Unis–Mexique，ACEUM）是加拿大、墨西哥和美国之间的一项自由贸易协定，谈判结束并达成一致共识。它也被称为「北美自由贸易协议2.0」，以便区分其前身《北美自由贸易协议》。这是北美自由贸易协定成员国在2017-2018年重新谈判的结果。2018年9月30日，美墨加三国非正式同意条款，并于10月1日正式同意条款。2018年二十国集团布宜诺斯艾利斯峰会举行期间，美国总统唐纳·川普、墨西哥总统培尼亚·涅托和加拿大总理贾斯汀·杜鲁多在11月30日签署了《美墨加协定》 。各国立法机构仍然必须批准该协议，才能生效。
相比《北美自由贸易协定》，《美墨加协定》给予美国更多机会进入总值190亿美元的加拿大乳制品市场，同时鼓励国内生产更多的汽车和卡车，增加环境和劳工法规，并引入最新的知识财产措施。",
D033Q08,33,「北美自由贸易协议2.0」的中文简称为何?,基础题,Single-Span-Extraction,Organization,['美墨加协议'],"《美国－墨西哥－加拿大协议》United States-Mexico-Canada Agreement, （简称《美墨加协议》USMCA；西班牙语：Tratado entre México, Estados Unidos y Canadá，T-MEC；法语：Accord Canada–États-Unis–Mexique，ACEUM）是加拿大、墨西哥和美国之间的一项自由贸易协定，谈判结束并达成一致共识。它也被称为「北美自由贸易协议2.0」，以便区分其前身《北美自由贸易协议》。这是北美自由贸易协定成员国在2017-2018年重新谈判的结果。2018年9月30日，美墨加三国非正式同意条款，并于10月1日正式同意条款。2018年二十国集团布宜诺斯艾利斯峰会举行期间，美国总统唐纳·川普、墨西哥总统培尼亚·涅托和加拿大总理贾斯汀·杜鲁多在11月30日签署了《美墨加协定》 。各国立法机构仍然必须批准该协议，才能生效。
相比《北美自由贸易协定》，《美墨加协定》给予美国更多机会进入总值190亿美元的加拿大乳制品市场，同时鼓励国内生产更多的汽车和卡车，增加环境和劳工法规，并引入最新的知识财产措施。",
D033Q09,33,"
9. 「北美自由贸易协议2.0」是哪三个国家之间的协议?",基础题,Multi-Spans-Extraction,Organization,['加拿大、墨西哥和美国'],"《美国－墨西哥－加拿大协议》United States-Mexico-Canada Agreement, （简称《美墨加协议》USMCA；西班牙语：Tratado entre México, Estados Unidos y Canadá，T-MEC；法语：Accord Canada–États-Unis–Mexique，ACEUM）是加拿大、墨西哥和美国之间的一项自由贸易协定，谈判结束并达成一致共识。它也被称为「北美自由贸易协议2.0」，以便区分其前身《北美自由贸易协议》。这是北美自由贸易协定成员国在2017-2018年重新谈判的结果。2018年9月30日，美墨加三国非正式同意条款，并于10月1日正式同意条款。2018年二十国集团布宜诺斯艾利斯峰会举行期间，美国总统唐纳·川普、墨西哥总统培尼亚·涅托和加拿大总理贾斯汀·杜鲁多在11月30日签署了《美墨加协定》 。各国立法机构仍然必须批准该协议，才能生效。
相比《北美自由贸易协定》，《美墨加协定》给予美国更多机会进入总值190亿美元的加拿大乳制品市场，同时鼓励国内生产更多的汽车和卡车，增加环境和劳工法规，并引入最新的知识财产措施。",
D033Q10,33,「北美自由贸易协议2.0」由哪三个国家的元首共同签署?,基础题,Multi-Spans-Extraction,Organization,"['加拿大、墨西哥和美国', '美国总统唐纳·川普、墨西哥总统培尼亚·涅托和加拿大总理贾斯汀·杜鲁多']","《美国－墨西哥－加拿大协议》United States-Mexico-Canada Agreement, （简称《美墨加协议》USMCA；西班牙语：Tratado entre México, Estados Unidos y Canadá，T-MEC；法语：Accord Canada–États-Unis–Mexique，ACEUM）是加拿大、墨西哥和美国之间的一项自由贸易协定，谈判结束并达成一致共识。它也被称为「北美自由贸易协议2.0」，以便区分其前身《北美自由贸易协议》。这是北美自由贸易协定成员国在2017-2018年重新谈判的结果。2018年9月30日，美墨加三国非正式同意条款，并于10月1日正式同意条款。2018年二十国集团布宜诺斯艾利斯峰会举行期间，美国总统唐纳·川普、墨西哥总统培尼亚·涅托和加拿大总理贾斯汀·杜鲁多在11月30日签署了《美墨加协定》 。各国立法机构仍然必须批准该协议，才能生效。
相比《北美自由贸易协定》，《美墨加协定》给予美国更多机会进入总值190亿美元的加拿大乳制品市场，同时鼓励国内生产更多的汽车和卡车，增加环境和劳工法规，并引入最新的知识财产措施。",
D033Q11,33,「北美自由贸易协议2.0」在何时签署?,基础题,Date-Duration,Date-Duration,['2018年11月30日'],"《美国－墨西哥－加拿大协议》United States-Mexico-Canada Agreement, （简称《美墨加协议》USMCA；西班牙语：Tratado entre México, Estados Unidos y Canadá，T-MEC；法语：Accord Canada–États-Unis–Mexique，ACEUM）是加拿大、墨西哥和美国之间的一项自由贸易协定，谈判结束并达成一致共识。它也被称为「北美自由贸易协议2.0」，以便区分其前身《北美自由贸易协议》。这是北美自由贸易协定成员国在2017-2018年重新谈判的结果。2018年9月30日，美墨加三国非正式同意条款，并于10月1日正式同意条款。2018年二十国集团布宜诺斯艾利斯峰会举行期间，美国总统唐纳·川普、墨西哥总统培尼亚·涅托和加拿大总理贾斯汀·杜鲁多在11月30日签署了《美墨加协定》 。各国立法机构仍然必须批准该协议，才能生效。
相比《北美自由贸易协定》，《美墨加协定》给予美国更多机会进入总值190亿美元的加拿大乳制品市场，同时鼓励国内生产更多的汽车和卡车，增加环境和劳工法规，并引入最新的知识财产措施。",
D033Q12,33,「北美自由贸易协议2.0」在何地签署?,基础题,Single-Span-Extraction,Location,['布宜诺斯艾利斯'],"《美国－墨西哥－加拿大协议》United States-Mexico-Canada Agreement, （简称《美墨加协议》USMCA；西班牙语：Tratado entre México, Estados Unidos y Canadá，T-MEC；法语：Accord Canada–États-Unis–Mexique，ACEUM）是加拿大、墨西哥和美国之间的一项自由贸易协定，谈判结束并达成一致共识。它也被称为「北美自由贸易协议2.0」，以便区分其前身《北美自由贸易协议》。这是北美自由贸易协定成员国在2017-2018年重新谈判的结果。2018年9月30日，美墨加三国非正式同意条款，并于10月1日正式同意条款。2018年二十国集团布宜诺斯艾利斯峰会举行期间，美国总统唐纳·川普、墨西哥总统培尼亚·涅托和加拿大总理贾斯汀·杜鲁多在11月30日签署了《美墨加协定》 。各国立法机构仍然必须批准该协议，才能生效。
相比《北美自由贸易协定》，《美墨加协定》给予美国更多机会进入总值190亿美元的加拿大乳制品市场，同时鼓励国内生产更多的汽车和卡车，增加环境和劳工法规，并引入最新的知识财产措施。",
D033Q13,33,代表美国签署「北美自由贸易协议2.0」的人是谁?,基础题,Single-Span-Extraction,Person,['唐纳·川普'],"《美国－墨西哥－加拿大协议》United States-Mexico-Canada Agreement, （简称《美墨加协议》USMCA；西班牙语：Tratado entre México, Estados Unidos y Canadá，T-MEC；法语：Accord Canada–États-Unis–Mexique，ACEUM）是加拿大、墨西哥和美国之间的一项自由贸易协定，谈判结束并达成一致共识。它也被称为「北美自由贸易协议2.0」，以便区分其前身《北美自由贸易协议》。这是北美自由贸易协定成员国在2017-2018年重新谈判的结果。2018年9月30日，美墨加三国非正式同意条款，并于10月1日正式同意条款。2018年二十国集团布宜诺斯艾利斯峰会举行期间，美国总统唐纳·川普、墨西哥总统培尼亚·涅托和加拿大总理贾斯汀·杜鲁多在11月30日签署了《美墨加协定》 。各国立法机构仍然必须批准该协议，才能生效。
相比《北美自由贸易协定》，《美墨加协定》给予美国更多机会进入总值190亿美元的加拿大乳制品市场，同时鼓励国内生产更多的汽车和卡车，增加环境和劳工法规，并引入最新的知识财产措施。",
D033Q14,33,代表墨西哥签署「北美自由贸易协议2.0」的人是谁?,基础题,Single-Span-Extraction,Person,['培尼亚·涅托'],"《美国－墨西哥－加拿大协议》United States-Mexico-Canada Agreement, （简称《美墨加协议》USMCA；西班牙语：Tratado entre México, Estados Unidos y Canadá，T-MEC；法语：Accord Canada–États-Unis–Mexique，ACEUM）是加拿大、墨西哥和美国之间的一项自由贸易协定，谈判结束并达成一致共识。它也被称为「北美自由贸易协议2.0」，以便区分其前身《北美自由贸易协议》。这是北美自由贸易协定成员国在2017-2018年重新谈判的结果。2018年9月30日，美墨加三国非正式同意条款，并于10月1日正式同意条款。2018年二十国集团布宜诺斯艾利斯峰会举行期间，美国总统唐纳·川普、墨西哥总统培尼亚·涅托和加拿大总理贾斯汀·杜鲁多在11月30日签署了《美墨加协定》 。各国立法机构仍然必须批准该协议，才能生效。
相比《北美自由贸易协定》，《美墨加协定》给予美国更多机会进入总值190亿美元的加拿大乳制品市场，同时鼓励国内生产更多的汽车和卡车，增加环境和劳工法规，并引入最新的知识财产措施。",
D033Q15,33,代表加拿大签署「北美自由贸易协议2.0」的人是谁?,基础题,Single-Span-Extraction,Person,['贾斯汀·杜鲁多'],"《美国－墨西哥－加拿大协议》United States-Mexico-Canada Agreement, （简称《美墨加协议》USMCA；西班牙语：Tratado entre México, Estados Unidos y Canadá，T-MEC；法语：Accord Canada–États-Unis–Mexique，ACEUM）是加拿大、墨西哥和美国之间的一项自由贸易协定，谈判结束并达成一致共识。它也被称为「北美自由贸易协议2.0」，以便区分其前身《北美自由贸易协议》。这是北美自由贸易协定成员国在2017-2018年重新谈判的结果。2018年9月30日，美墨加三国非正式同意条款，并于10月1日正式同意条款。2018年二十国集团布宜诺斯艾利斯峰会举行期间，美国总统唐纳·川普、墨西哥总统培尼亚·涅托和加拿大总理贾斯汀·杜鲁多在11月30日签署了《美墨加协定》 。各国立法机构仍然必须批准该协议，才能生效。
相比《北美自由贸易协定》，《美墨加协定》给予美国更多机会进入总值190亿美元的加拿大乳制品市场，同时鼓励国内生产更多的汽车和卡车，增加环境和劳工法规，并引入最新的知识财产措施。",
D035Q01,35,科技部「与AI对话」比赛何时开始报名?,基础题,Date-Duration,Date-Duration,"['2019年9月9日', '2019/9/9']","科技部举办「与AI对话」比赛，今天起至10月7日止，受理报名，竞赛重点为AI对中文的语意理解能力，总奖金新台币2500万元，首奖高达2000万元。宣布「科技大擂台，与AI对话」报名开跑，竞赛将分两阶段进行，初赛预定今年12月，决赛则于明年4月举办。科技部表示，未来AI想要达到人类与机器互动的目标，就必须让机器拥有语言理解的能力，因此借由这次竞赛，鼓励创新者解决语音应用的挑战，让人机对话往前跨步。

科技部部长陈良基表示，即便是人，有时也会听错他人的话语，但可以透过理解补回来，这是台湾在AI需要努力的部分；台湾目前AI对话的程度换算学龄，还停留在国小阶段，希望愈来愈好，目标是掌握人机对话的口音主导权，未来连台湾国语、中英文夹杂或是有其他杂音的情况下，AI都能理解。

台湾人工智慧实验室创办人杜奕瑾则说，目前国际大厂在人机对话部分，都还专注英文领域，中文没人做的好，很高兴科技部把人机对话作为台湾一定要攻克的里程碑，一旦大家有共识，就可以集结台湾最强学研单位能量，一起把这件事做到最好。

科技部说明，这次竞赛再度挑战「华语文能力测验」流利精通级（Band C），参考「华语文能力测验」命题的方式设计阅读理解的测验，希望让AI程式经由阅读理解的过程，将大量资料转换成应用知识，最终具备模拟人类自我思考的目标。赛制方面，初赛测验为简答题，决赛测验则是简答题与对话题，这次比赛一律由台湾人工智慧实验室的「雅婷Yating」系统执行语音辨识，大家在「辨识」的基础一致，团队便可专心投入「理解」的技术挑战。

「科技大擂台，与AI对话」奖励金共2500万元，决赛获奖条件为AI程式（演算法模型）须超过人类受试者的预试得分。当决赛的最高分队伍大于人类预试得分，竞赛奖金第1名2000万元、第2名500万元；若最高分队伍等于或小于人类预试得分，但大于或等于人类预试得分的80%，第1名可获得500万元的特别奖。

这次竞赛题型分为「简答题」与以任务导向的「多轮对话题」两大类；「简答题」基于文本内容进行推理，「多轮对话题」著重任务明确的自然语言对话，如订购旅游票券、旅馆房型、租车服务等需要根据客户与客服之间的逐步询问、一来一往的对话才能完成订单的模式。
",
D035Q02,35,科技部「与AI对话」比赛报名截止日期是哪一天?,基础题,Date-Duration,Date-Duration,"['10月7日', '2019年10月7日']","科技部举办「与AI对话」比赛，今天起至10月7日止，受理报名，竞赛重点为AI对中文的语意理解能力，总奖金新台币2500万元，首奖高达2000万元。宣布「科技大擂台，与AI对话」报名开跑，竞赛将分两阶段进行，初赛预定今年12月，决赛则于明年4月举办。科技部表示，未来AI想要达到人类与机器互动的目标，就必须让机器拥有语言理解的能力，因此借由这次竞赛，鼓励创新者解决语音应用的挑战，让人机对话往前跨步。

科技部部长陈良基表示，即便是人，有时也会听错他人的话语，但可以透过理解补回来，这是台湾在AI需要努力的部分；台湾目前AI对话的程度换算学龄，还停留在国小阶段，希望愈来愈好，目标是掌握人机对话的口音主导权，未来连台湾国语、中英文夹杂或是有其他杂音的情况下，AI都能理解。

台湾人工智慧实验室创办人杜奕瑾则说，目前国际大厂在人机对话部分，都还专注英文领域，中文没人做的好，很高兴科技部把人机对话作为台湾一定要攻克的里程碑，一旦大家有共识，就可以集结台湾最强学研单位能量，一起把这件事做到最好。

科技部说明，这次竞赛再度挑战「华语文能力测验」流利精通级（Band C），参考「华语文能力测验」命题的方式设计阅读理解的测验，希望让AI程式经由阅读理解的过程，将大量资料转换成应用知识，最终具备模拟人类自我思考的目标。赛制方面，初赛测验为简答题，决赛测验则是简答题与对话题，这次比赛一律由台湾人工智慧实验室的「雅婷Yating」系统执行语音辨识，大家在「辨识」的基础一致，团队便可专心投入「理解」的技术挑战。

「科技大擂台，与AI对话」奖励金共2500万元，决赛获奖条件为AI程式（演算法模型）须超过人类受试者的预试得分。当决赛的最高分队伍大于人类预试得分，竞赛奖金第1名2000万元、第2名500万元；若最高分队伍等于或小于人类预试得分，但大于或等于人类预试得分的80%，第1名可获得500万元的特别奖。

这次竞赛题型分为「简答题」与以任务导向的「多轮对话题」两大类；「简答题」基于文本内容进行推理，「多轮对话题」著重任务明确的自然语言对话，如订购旅游票券、旅馆房型、租车服务等需要根据客户与客服之间的逐步询问、一来一往的对话才能完成订单的模式。
",
