qid	parsed_subj	parsed_pred	sid	pretty_values	proc_values	answers	answer
D105Q05	not_parsed	not_parsed					
D105Q06	not_parsed	not_parsed					
D105Q07	not_parsed	not_parsed					
D105Q08	not_parsed	not_parsed					
D105Q09	not_parsed	not_parsed					
D105Q10	not_parsed	not_parsed					
D106Q01	not_parsed	not_parsed					
D106Q02	not_parsed	not_parsed					
D106Q03	not_parsed	not_parsed					
D106Q05	not_parsed	not_parsed					
D106Q06	not_parsed	not_parsed					
D106Q07	卫福部	成立或建立時間	[]	[]	[]	[]	None
D106Q08	not_parsed	not_parsed					
D107Q02	not_parsed	not_parsed					
D107Q03	not_parsed	not_parsed					
D107Q04	not_parsed	not_parsed					
D107Q05	not_parsed	not_parsed					
D107Q06	not_parsed	not_parsed					
D107Q07	not_parsed	not_parsed					
D107Q08	not_parsed	not_parsed					
D108Q02	not_parsed	not_parsed					
D108Q03	not_parsed	not_parsed					
D108Q04	not_parsed	not_parsed					
D108Q05	not_parsed	not_parsed					
D108Q06	not_parsed	not_parsed					
D108Q07	not_parsed	not_parsed					
D113Q01	not_parsed	not_parsed					
D113Q02	not_parsed	not_parsed					
D113Q03	not_parsed	not_parsed					
D113Q05	not_parsed	not_parsed					
D113Q07	not_parsed	not_parsed					
D113Q08	not_parsed	not_parsed					
D115Q01	not_parsed	not_parsed					
D115Q03	not_parsed	not_parsed					
D115Q04	not_parsed	not_parsed					
D115Q05	not_parsed	not_parsed					
D115Q06	not_parsed	not_parsed					
D115Q07	not_parsed	not_parsed					
D115Q08	not_parsed	not_parsed					
D116Q01	not_parsed	not_parsed					
D116Q02	not_parsed	not_parsed					
D116Q03	not_parsed	not_parsed					
D116Q04	not_parsed	not_parsed					
D116Q05	not_parsed	not_parsed					
D116Q06	not_parsed	not_parsed					
D116Q07	not_parsed	not_parsed					
D116Q08	not_parsed	not_parsed					
D116Q09	not_parsed	not_parsed					
D117Q01	not_parsed	not_parsed					
D117Q02	not_parsed	not_parsed					
D117Q03	not_parsed	not_parsed					
D117Q04	not_parsed	not_parsed					
D117Q05	not_parsed	not_parsed					
D117Q06	not_parsed	not_parsed					
D117Q07	not_parsed	not_parsed					
D120Q01	新闻中车祸地点发	出生地	['Q61037771']	[]	[]	[]	None
D120Q04	not_parsed	not_parsed					
D120Q05	not_parsed	not_parsed					
D120Q06	not_parsed	not_parsed					
D120Q07	not_parsed	not_parsed					
D120Q08	not_parsed	not_parsed					
D127Q01	not_parsed	not_parsed					
D127Q02	not_parsed	not_parsed					
D127Q03	not_parsed	not_parsed					
D127Q04	not_parsed	not_parsed					
D127Q06	not_parsed	not_parsed					
D127Q07	not_parsed	not_parsed					
D138Q03	若要帮屠呦呦庆	出生日期	[]	[]	[]	[]	None
D138Q04	not_parsed	not_parsed					
D138Q05	not_parsed	not_parsed					
D138Q06	not_parsed	not_parsed					
D138Q07	not_parsed	not_parsed					
D138Q08	not_parsed	not_parsed					
D160Q01	not_parsed	not_parsed					
D160Q02	not_parsed	not_parsed					
D160Q03	not_parsed	not_parsed					
D160Q05	王母娘娘	出生日期	['Q1064059']	[]	[]	[]	None
D160Q06	not_parsed	not_parsed					
D160Q07	not_parsed	not_parsed					
D160Q08	not_parsed	not_parsed					
D160Q09	not_parsed	not_parsed					
D179Q01	not_parsed	not_parsed					
D179Q02	not_parsed	not_parsed					
D179Q03	not_parsed	not_parsed					
D179Q04	not_parsed	not_parsed					
D179Q05	not_parsed	not_parsed					
D179Q07	not_parsed	not_parsed					
D181Q02	not_parsed	not_parsed					
D181Q03	not_parsed	not_parsed					
D181Q04	not_parsed	not_parsed					
D181Q05	not_parsed	not_parsed					
D181Q06	not_parsed	not_parsed					
D182Q01	not_parsed	not_parsed					
D182Q02	not_parsed	not_parsed					
D182Q03	not_parsed	not_parsed					
D182Q04	not_parsed	not_parsed					
D182Q05	not_parsed	not_parsed					
D182Q06	not_parsed	not_parsed					
D182Q07	not_parsed	not_parsed					
D183Q01	not_parsed	not_parsed					
D183Q02	not_parsed	not_parsed					
D183Q03	not_parsed	not_parsed					
D183Q04	not_parsed	not_parsed					
D210Q01	not_parsed	not_parsed					
D210Q02	not_parsed	not_parsed					
D210Q03	not_parsed	not_parsed					
D210Q04	not_parsed	not_parsed					
D211Q01	not_parsed	not_parsed					
D211Q02	not_parsed	not_parsed					
D211Q05	not_parsed	not_parsed					
D211Q04	not_parsed	not_parsed					
D211Q03	not_parsed	not_parsed					
D214Q01	not_parsed	not_parsed					
D214Q02	not_parsed	not_parsed					
D214Q03	not_parsed	not_parsed					
D214Q04	not_parsed	not_parsed					
D214Q05	not_parsed	not_parsed					
D214Q06	not_parsed	not_parsed					
D215Q01	not_parsed	not_parsed					
D215Q02	not_parsed	not_parsed					
D215Q03	not_parsed	not_parsed					
D215Q04	not_parsed	not_parsed					
D215Q06	not_parsed	not_parsed					
D215Q08	not_parsed	not_parsed					
D215Q09	杰佛逊	出生日期	['Q13553637', 'Q14647368']	[]	[]	[]	None
D215Q10	杰佛逊	死亡日期	['Q13553637', 'Q14647368']	[]	[]	[]	None
D215Q11	not_parsed	not_parsed					
D238Q01	not_parsed	not_parsed					
D238Q03	not_parsed	not_parsed					
D238Q04	not_parsed	not_parsed					
D238Q05	not_parsed	not_parsed					
D238Q07	not_parsed	not_parsed					
D238Q08	not_parsed	not_parsed					
D241Q01	not_parsed	not_parsed					
D241Q02	not_parsed	not_parsed					
D241Q03	not_parsed	not_parsed					
D241Q05	not_parsed	not_parsed					
D241Q06	not_parsed	not_parsed					
D241Q07	not_parsed	not_parsed					
D241Q08	not_parsed	not_parsed					
D241Q09	not_parsed	not_parsed					
D242Q01	not_parsed	not_parsed					
D242Q02	not_parsed	not_parsed					
D242Q03	not_parsed	not_parsed					
D242Q04	not_parsed	not_parsed					
D242Q05	not_parsed	not_parsed					
D242Q06	not_parsed	not_parsed					
D243Q01	not_parsed	not_parsed					
D243Q02	not_parsed	not_parsed					
D243Q03	not_parsed	not_parsed					
D243Q04	not_parsed	not_parsed					
D243Q05	not_parsed	not_parsed					
D243Q06	not_parsed	not_parsed					
D244Q01	not_parsed	not_parsed					
D244Q02	not_parsed	not_parsed					
D244Q03	not_parsed	not_parsed					
D244Q04	not_parsed	not_parsed					
D244Q05	not_parsed	not_parsed					
D244Q06	not_parsed	not_parsed					
D245Q01	圣伯多禄大殿	成立或建立時間	[]	[]	[]	[]	None
D245Q02	not_parsed	not_parsed					
D245Q03	not_parsed	not_parsed					
D245Q04	not_parsed	not_parsed					
D245Q05	not_parsed	not_parsed					
D246Q01	not_parsed	not_parsed					
D246Q02	not_parsed	not_parsed					
D246Q03	not_parsed	not_parsed					
D246Q04	not_parsed	not_parsed					
D246Q05	not_parsed	not_parsed					
D246Q06	not_parsed	not_parsed					
D246Q08	not_parsed	not_parsed					
D246Q09	not_parsed	not_parsed					
D247Q01	台北101大楼	高度	['Q83101', 'Q1867', 'Q7676279']	[{'value': {'amount': 508, 'unit': 'Q11573', 'upperBound': None, 'lowerBound': None}, 'type': 'quantity', 'qualifiers': {(('所用標準',), ('根據標準',)): [{'value': 'Q24192182', 'type': 'wikibase-item', 'all_aliases': ((), ())}], (('主張此敘述者',), ('按', '支持此聲稱者', '支持自', '支援此聲稱者', '提出此聲稱者', '宣告由來自', '支援自', '聲明由來自', '持有此見解者', '根據')): [{'value': 'Q372245', 'type': 'wikibase-item', 'all_aliases': (('世界高層建築與都市人居學會',), ('世界高層都市建築學會',))}]}}, {'value': {'amount': 449, 'unit': 'Q11573', 'upperBound': None, 'lowerBound': None}, 'type': 'quantity', 'qualifiers': {(('適用部分',), ()): [{'value': 'Q83180', 'type': 'wikibase-item', 'all_aliases': (('屋頂',), ())}]}}]	['508米', '508公尺', '449米', '449公尺']	[]	None
D247Q02	not_parsed	not_parsed					
D247Q03	not_parsed	not_parsed					
D247Q04	not_parsed	not_parsed					
D247Q05	not_parsed	not_parsed					
D247Q06	not_parsed	not_parsed					
D247Q07	not_parsed	not_parsed					
D247Q08	not_parsed	not_parsed					
D247Q09	哈里发塔	高度	['Q12495']	[{'value': {'amount': 828, 'unit': 'Q11573', 'upperBound': None, 'lowerBound': None}, 'type': 'quantity', 'qualifiers': {(('所用標準',), ('根據標準',)): [{'value': 'Q24192182', 'type': 'wikibase-item', 'all_aliases': ((), ())}]}}]	['828米', '828公尺']	['828']	828
D248Q01	not_parsed	not_parsed					
D248Q03	not_parsed	not_parsed					
D248Q04	not_parsed	not_parsed					
D248Q05	not_parsed	not_parsed					
D248Q06	not_parsed	not_parsed					
D248Q08	not_parsed	not_parsed					
D248Q09	not_parsed	not_parsed					
D249Q01	not_parsed	not_parsed					
D249Q02	not_parsed	not_parsed					
D249Q03	not_parsed	not_parsed					
D249Q04	not_parsed	not_parsed					
D249Q05	not_parsed	not_parsed					
D249Q06	not_parsed	not_parsed					
D309Q01	not_parsed	not_parsed					
D309Q03	not_parsed	not_parsed					
D309Q04	not_parsed	not_parsed					
D309Q05	not_parsed	not_parsed					
D309Q06	not_parsed	not_parsed					
D310Q01	not_parsed	not_parsed					
D310Q02	not_parsed	not_parsed					
D310Q03	not_parsed	not_parsed					
D310Q04	not_parsed	not_parsed					
D310Q05	not_parsed	not_parsed					
D310Q06	not_parsed	not_parsed					
D310Q07	not_parsed	not_parsed					
D311Q01	not_parsed	not_parsed					
D311Q02	not_parsed	not_parsed					
D311Q03	not_parsed	not_parsed					
D311Q04	not_parsed	not_parsed					
D311Q05	not_parsed	not_parsed					
D311Q07	not_parsed	not_parsed					
D311Q09	not_parsed	not_parsed					
D312Q01	not_parsed	not_parsed					
D312Q02	not_parsed	not_parsed					
D312Q03	not_parsed	not_parsed					
D312Q04	not_parsed	not_parsed					
D312Q05	not_parsed	not_parsed					
D312Q06	not_parsed	not_parsed					
D312Q07	not_parsed	not_parsed					
D312Q09	not_parsed	not_parsed					
D313Q01	not_parsed	not_parsed					
D313Q02	not_parsed	not_parsed					
D313Q03	not_parsed	not_parsed					
D313Q04	not_parsed	not_parsed					
D313Q05	not_parsed	not_parsed					
D313Q06	not_parsed	not_parsed					
D314Q01	not_parsed	not_parsed					
D314Q02	not_parsed	not_parsed					
D314Q04	戏水事故发	出生地	[]	[]	[]	[]	None
D314Q05	not_parsed	not_parsed					
D314Q06	not_parsed	not_parsed					
D314Q07	not_parsed	not_parsed					
D314Q08	not_parsed	not_parsed					
D314Q09	not_parsed	not_parsed					
D315Q01	not_parsed	not_parsed					
D315Q02	not_parsed	not_parsed					
D315Q03	not_parsed	not_parsed					
D315Q04	not_parsed	not_parsed					
D315Q05	not_parsed	not_parsed					
D315Q06	not_parsed	not_parsed					
D315Q07	not_parsed	not_parsed					
D315Q08	not_parsed	not_parsed					
D315Q09	not_parsed	not_parsed					
D318Q01	not_parsed	not_parsed					
D318Q05	not_parsed	not_parsed					
D318Q06	not_parsed	not_parsed					
D318Q07	not_parsed	not_parsed					
D318Q08	not_parsed	not_parsed					
D318Q09	not_parsed	not_parsed					
D321Q01	世界卫	出生地	['Q7817']	[]	[]	[]	None
D321Q02	世界卫	國籍	['Q7817']	[]	[]	[]	None
D321Q03	not_parsed	not_parsed					
D322Q01	not_parsed	not_parsed					
D322Q03	not_parsed	not_parsed					
D322Q05	not_parsed	not_parsed					
D322Q06	not_parsed	not_parsed					
D322Q08	not_parsed	not_parsed					
D323Q01	not_parsed	not_parsed					
D251Q01	荆轲	國籍	['Q532410']	[]	[]	[]	None
D251Q02	not_parsed	not_parsed					
D251Q03	秦舞阳	國籍	['Q5371012', 'Q29054', 'Q13391671', 'Q26216320', 'Q26216322', 'Q26216323', 'Q26216324', 'Q26216325', 'Q26216327', 'Q26216328', 'Q26216329', 'Q26216330', 'Q30128762', 'Q45683840', 'Q47974', 'Q7183', 'Q9795700']	['Q9903 明朝']	[(['明朝'], ['明帝国', '明', '大明朝', '大明帝国', '明国', '朱明', '大明', '大明国', '明代'])]	[]	None
D251Q04	not_parsed	not_parsed					
D251Q05	not_parsed	not_parsed					
D251Q06	not_parsed	not_parsed					
D251Q07	not_parsed	not_parsed					
D251Q08	not_parsed	not_parsed					
D251Q09	not_parsed	not_parsed					
D252Q01	not_parsed	not_parsed					
D252Q02	not_parsed	not_parsed					
D252Q03	not_parsed	not_parsed					
D252Q04	not_parsed	not_parsed					
D252Q05	not_parsed	not_parsed					
D252Q06	not_parsed	not_parsed					
D252Q07	not_parsed	not_parsed					
D252Q08	not_parsed	not_parsed					
D252Q09	not_parsed	not_parsed					
D252Q10	not_parsed	not_parsed					
D252Q11	not_parsed	not_parsed					
D253Q01	not_parsed	not_parsed					
D253Q02	not_parsed	not_parsed					
D253Q03	not_parsed	not_parsed					
D253Q04	not_parsed	not_parsed					
D253Q05	not_parsed	not_parsed					
D253Q06	not_parsed	not_parsed					
D253Q07	not_parsed	not_parsed					
D253Q08	学者哥白尼	國籍	['Q58968']	[]	[]	[]	None
D253Q09	not_parsed	not_parsed					
D253Q10	not_parsed	not_parsed					
D253Q11	not_parsed	not_parsed					
D253Q12	not_parsed	not_parsed					
D254Q01	杨震	國籍	['Q28408783']	['Q148 中華人民共和國']	[(['中华人民共和国'], ['中华人民共和国／中华人民共和国', '新中国', '中国', '共产中国', '中国大陆', '中'])]	['中']	中
D254Q02	not_parsed	not_parsed					
D254Q03	not_parsed	not_parsed					
D254Q04	not_parsed	not_parsed					
D254Q05	not_parsed	not_parsed					
D254Q06	not_parsed	not_parsed					
D255Q01	not_parsed	not_parsed					
D255Q02	not_parsed	not_parsed					
D255Q03	not_parsed	not_parsed					
D255Q04	not_parsed	not_parsed					
D255Q05	not_parsed	not_parsed					
D255Q06	not_parsed	not_parsed					
D255Q07	not_parsed	not_parsed					
D255Q08	not_parsed	not_parsed					
D255Q09	not_parsed	not_parsed					
D255Q11	not_parsed	not_parsed					
D255Q12	not_parsed	not_parsed					
D255Q13	not_parsed	not_parsed					
D255Q14	not_parsed	not_parsed					
D256Q01	not_parsed	not_parsed					
D256Q02	not_parsed	not_parsed					
D256Q03	not_parsed	not_parsed					
D256Q04	not_parsed	not_parsed					
D256Q05	not_parsed	not_parsed					
D256Q06	not_parsed	not_parsed					
D256Q07	not_parsed	not_parsed					
D256Q08	not_parsed	not_parsed					
D257Q01	not_parsed	not_parsed					
D257Q02	not_parsed	not_parsed					
D257Q03	not_parsed	not_parsed					
D257Q04	not_parsed	not_parsed					
D257Q05	not_parsed	not_parsed					
D257Q06	not_parsed	not_parsed					
D257Q07	not_parsed	not_parsed					
D259Q01	not_parsed	not_parsed					
D259Q02	not_parsed	not_parsed					
D259Q03	not_parsed	not_parsed					
D259Q04	not_parsed	not_parsed					
D259Q05	not_parsed	not_parsed					
D259Q06	not_parsed	not_parsed					
D259Q07	not_parsed	not_parsed					
D259Q08	not_parsed	not_parsed					
D259Q09	not_parsed	not_parsed					
D259Q10	not_parsed	not_parsed					
D259Q11	not_parsed	not_parsed					
D260Q01	not_parsed	not_parsed					
D260Q02	not_parsed	not_parsed					
D260Q03	not_parsed	not_parsed					
D260Q04	not_parsed	not_parsed					
D260Q05	not_parsed	not_parsed					
D260Q06	not_parsed	not_parsed					
D261Q01	not_parsed	not_parsed					
D261Q02	not_parsed	not_parsed					
D261Q03	not_parsed	not_parsed					
D261Q04	not_parsed	not_parsed					
D261Q05	not_parsed	not_parsed					
D261Q06	not_parsed	not_parsed					
D261Q07	not_parsed	not_parsed					
D263Q01	纣王	國籍	['Q470072']	[]	[]	[]	None
D263Q02	not_parsed	not_parsed					
D263Q03	not_parsed	not_parsed					
D263Q04	not_parsed	not_parsed					
D263Q05	not_parsed	not_parsed					
D263Q06	not_parsed	not_parsed					
D263Q07	not_parsed	not_parsed					
D263Q08	not_parsed	not_parsed					
D263Q09	not_parsed	not_parsed					
D264Q01	not_parsed	not_parsed					
D264Q02	史怀哲	國籍	[]	[]	[]	[]	None
D264Q03	not_parsed	not_parsed					
D264Q04	not_parsed	not_parsed					
D264Q05	not_parsed	not_parsed					
D264Q06	not_parsed	not_parsed					
D266Q01	not_parsed	not_parsed					
D266Q02	not_parsed	not_parsed					
D266Q03	not_parsed	not_parsed					
D266Q04	not_parsed	not_parsed					
D266Q05	not_parsed	not_parsed					
D266Q06	not_parsed	not_parsed					
D266Q07	not_parsed	not_parsed					
D266Q08	not_parsed	not_parsed					
D267Q01	not_parsed	not_parsed					
D267Q02	not_parsed	not_parsed					
D267Q03	not_parsed	not_parsed					
D267Q04	not_parsed	not_parsed					
D267Q05	not_parsed	not_parsed					
D267Q06	not_parsed	not_parsed					
D267Q07	not_parsed	not_parsed					
D268Q01	not_parsed	not_parsed					
D268Q02	not_parsed	not_parsed					
D268Q03	not_parsed	not_parsed					
D268Q04	not_parsed	not_parsed					
D268Q05	not_parsed	not_parsed					
D268Q06	not_parsed	not_parsed					
D268Q07	not_parsed	not_parsed					
D268Q08	not_parsed	not_parsed					
D268Q09	not_parsed	not_parsed					
D268Q10	not_parsed	not_parsed					
D269Q01	not_parsed	not_parsed					
D269Q02	not_parsed	not_parsed					
D269Q03	not_parsed	not_parsed					
D269Q04	not_parsed	not_parsed					
D269Q05	not_parsed	not_parsed					
D269Q06	not_parsed	not_parsed					
D269Q07	not_parsed	not_parsed					
D269Q08	not_parsed	not_parsed					
D269Q09	not_parsed	not_parsed					
D270Q01	not_parsed	not_parsed					
D270Q02	not_parsed	not_parsed					
D270Q03	民国	成立或建立時間	['Q717366', 'Q865']	['1912-01-01T00:00:00.000Z']	['1912年1月1日', '1年1月1日', '1912年1月1號', '1年1月1號', '1912年1月', '1年1月', '1912年', '1年']	[]	None
D270Q04	not_parsed	not_parsed					
D270Q05	not_parsed	not_parsed					
D270Q06	not_parsed	not_parsed					
D270Q07	not_parsed	not_parsed					
D270Q08	not_parsed	not_parsed					
D270Q09	not_parsed	not_parsed					
D270Q10	not_parsed	not_parsed					
D270Q11	not_parsed	not_parsed					
D270Q12	not_parsed	not_parsed					
D271Q01	not_parsed	not_parsed					
D271Q02	not_parsed	not_parsed					
D271Q03	not_parsed	not_parsed					
D271Q04	not_parsed	not_parsed					
D271Q05	not_parsed	not_parsed					
D271Q06	not_parsed	not_parsed					
D272Q01	not_parsed	not_parsed					
D272Q02	not_parsed	not_parsed					
D272Q03	not_parsed	not_parsed					
D272Q04	not_parsed	not_parsed					
D272Q05	not_parsed	not_parsed					
D272Q06	not_parsed	not_parsed					
D272Q07	not_parsed	not_parsed					
D272Q08	not_parsed	not_parsed					
D272Q09	not_parsed	not_parsed					
D273Q01	绿蚁龟一	出生地	[]	[]	[]	[]	None
D273Q02	not_parsed	not_parsed					
D273Q03	not_parsed	not_parsed					
D273Q04	not_parsed	not_parsed					
D273Q05	not_parsed	not_parsed					
D273Q06	not_parsed	not_parsed					
D273Q07	not_parsed	not_parsed					
D273Q08	not_parsed	not_parsed					
D274Q01	王昌龄	國籍	['Q704344']	['Q9683 唐朝']	[(['唐朝'], ['唐', '唐代', "T'ang Ch'ao", 'Táng Cháo'])]	[]	None
D274Q02	not_parsed	not_parsed					
D274Q03	not_parsed	not_parsed					
D274Q04	not_parsed	not_parsed					
D274Q05	not_parsed	not_parsed					
D274Q06	not_parsed	not_parsed					
D274Q07	not_parsed	not_parsed					
D274Q08	not_parsed	not_parsed					
D275Q01	曹操	國籍	['Q204077', 'Q45625375', 'Q982875', 'Q65904726']	['Q1147037 東漢', 'Q320930 曹魏', 'Q30 美國']	[(['东汉'], ['中汉', '东汉王朝']), (['曹魏'], ['三国魏', '前魏', '魏']), (['美国'], ['美利坚合众国', '花旗国', '阿美理卡'])]	['东汉末年']	东汉末年
D275Q02	not_parsed	not_parsed					
D275Q03	周瑜	國籍	['Q198048', 'Q18652115', 'Q45404070', 'Q45611850', 'Q45628575', 'Q45702555', 'Q60994610']	['Q1147037 東漢', 'Q7462 宋朝', 'Q9903 明朝', 'Q9903 明朝', 'Q9903 明朝']	[(['东汉'], ['中汉', '东汉王朝']), (['宋朝'], ['两宋', '宋代', '炎宋', '大宋', '赵宋', '宋']), (['明朝'], ['明帝国', '明', '大明朝', '大明帝国', '明国', '朱明', '大明', '大明国', '明代']), (['明朝'], ['明帝国', '明', '大明朝', '大明帝国', '明国', '朱明', '大明', '大明国', '明代']), (['明朝'], ['明帝国', '明', '大明朝', '大明帝国', '明国', '朱明', '大明', '大明国', '明代'])]	[]	None
D275Q04	not_parsed	not_parsed					
D275Q05	not_parsed	not_parsed					
D275Q06	not_parsed	not_parsed					
D275Q08	not_parsed	not_parsed					
D275Q09	not_parsed	not_parsed					
D275Q10	not_parsed	not_parsed					
D275Q11	not_parsed	not_parsed					
D276Q01	not_parsed	not_parsed					
D276Q02	not_parsed	not_parsed					
D276Q03	not_parsed	not_parsed					
D276Q04	not_parsed	not_parsed					
D276Q05	not_parsed	not_parsed					
D276Q06	not_parsed	not_parsed					
D276Q07	not_parsed	not_parsed					
D276Q08	not_parsed	not_parsed					
D276Q09	not_parsed	not_parsed					
D276Q10	not_parsed	not_parsed					
D276Q11	not_parsed	not_parsed					
D276Q12	not_parsed	not_parsed					
D276Q13	not_parsed	not_parsed					
D276Q14	not_parsed	not_parsed					
D278Q01	not_parsed	not_parsed					
D278Q02	not_parsed	not_parsed					
D278Q03	not_parsed	not_parsed					
D278Q04	not_parsed	not_parsed					
D278Q05	not_parsed	not_parsed					
D278Q06	not_parsed	not_parsed					
D278Q07	not_parsed	not_parsed					
D278Q08	not_parsed	not_parsed					
D278Q09	not_parsed	not_parsed					
D278Q10	not_parsed	not_parsed					
D278Q11	not_parsed	not_parsed					
D278Q12	not_parsed	not_parsed					
D278Q13	not_parsed	not_parsed					
D281Q01	not_parsed	not_parsed					
D281Q02	not_parsed	not_parsed					
D281Q03	not_parsed	not_parsed					
D281Q04	not_parsed	not_parsed					
D281Q05	not_parsed	not_parsed					
D281Q06	not_parsed	not_parsed					
D281Q07	not_parsed	not_parsed					
D281Q08	not_parsed	not_parsed					
D282Q01	not_parsed	not_parsed					
D282Q02	not_parsed	not_parsed					
D282Q03	not_parsed	not_parsed					
D282Q04	not_parsed	not_parsed					
D282Q05	not_parsed	not_parsed					
D282Q06	not_parsed	not_parsed					
D282Q07	not_parsed	not_parsed					
D282Q08	not_parsed	not_parsed					
D282Q09	not_parsed	not_parsed					
D282Q12	not_parsed	not_parsed					
D282Q13	not_parsed	not_parsed					
D282Q14	not_parsed	not_parsed					
D283Q01	not_parsed	not_parsed					
D283Q02	not_parsed	not_parsed					
D283Q03	not_parsed	not_parsed					
D283Q04	not_parsed	not_parsed					
D283Q05	not_parsed	not_parsed					
D283Q06	not_parsed	not_parsed					
D283Q07	not_parsed	not_parsed					
D284Q01	珍‧古德	國籍	['Q21492392', 'Q5582425', 'Q980840', 'Q4867169']	['Q668 印度', 'Q129286 英屬印度']	[(['印度'], ['印度共和国']), (['英属印度'], ['British India', '印度帝国'])]	[]	None
D284Q02	not_parsed	not_parsed					
D284Q03	not_parsed	not_parsed					
D284Q04	not_parsed	not_parsed					
D284Q05	not_parsed	not_parsed					
D284Q06	not_parsed	not_parsed					
D284Q07	珍‧古德发现猩猩用	出生地	['Q21492392', 'Q5582425', 'Q980840', 'Q4867169']	[]	[]	[]	None
D284Q08	not_parsed	not_parsed					
D285Q01	玄奘	國籍	['Q42063', 'Q45542985']	['Q9683 唐朝', 'Q7405 隋朝', 'Q9683 唐朝']	[(['唐朝'], ['唐', '唐代', "T'ang Ch'ao", 'Táng Cháo']), (['隋朝'], ['隋']), (['唐朝'], ['唐', '唐代', "T'ang Ch'ao", 'Táng Cháo'])]	['唐', '唐代', '唐', '唐代']	唐代
D285Q02	not_parsed	not_parsed					
D285Q03	not_parsed	not_parsed					
D285Q04	not_parsed	not_parsed					
D285Q05	not_parsed	not_parsed					
D285Q06	not_parsed	not_parsed					
D286Q01	not_parsed	not_parsed					
D286Q02	not_parsed	not_parsed					
D286Q03	not_parsed	not_parsed					
D286Q04	not_parsed	not_parsed					
D286Q05	not_parsed	not_parsed					
D286Q06	not_parsed	not_parsed					
D286Q07	not_parsed	not_parsed					
D286Q08	not_parsed	not_parsed					
D287Q01	not_parsed	not_parsed					
D287Q02	not_parsed	not_parsed					
D287Q03	not_parsed	not_parsed					
D287Q04	not_parsed	not_parsed					
D287Q05	not_parsed	not_parsed					
D287Q06	not_parsed	not_parsed					
D288Q01	not_parsed	not_parsed					
D288Q02	not_parsed	not_parsed					
D288Q03	not_parsed	not_parsed					
D288Q04	not_parsed	not_parsed					
D288Q05	not_parsed	not_parsed					
D288Q06	not_parsed	not_parsed					
D288Q07	not_parsed	not_parsed					
D288Q08	not_parsed	not_parsed					
D288Q09	not_parsed	not_parsed					
D288Q10	not_parsed	not_parsed					
D288Q11	not_parsed	not_parsed					
D289Q01	not_parsed	not_parsed					
D289Q02	not_parsed	not_parsed					
D289Q03	not_parsed	not_parsed					
D289Q04	not_parsed	not_parsed					
D289Q05	not_parsed	not_parsed					
D289Q08	not_parsed	not_parsed					
D289Q09	太阳神	名字	['Q511056']	['太陽神']	['太陽神']	[]	None
D289Q10	not_parsed	not_parsed					
D289Q11	not_parsed	not_parsed					
D290Q01	not_parsed	not_parsed					
D290Q02	not_parsed	not_parsed					
D290Q03	not_parsed	not_parsed					
D290Q04	not_parsed	not_parsed					
D290Q05	not_parsed	not_parsed					
D290Q06	not_parsed	not_parsed					
D290Q07	not_parsed	not_parsed					
D290Q08	not_parsed	not_parsed					
D290Q09	not_parsed	not_parsed					
D290Q10	not_parsed	not_parsed					
D290Q11	not_parsed	not_parsed					
D291Q01	not_parsed	not_parsed					
D291Q02	not_parsed	not_parsed					
D291Q03	not_parsed	not_parsed					
D291Q04	not_parsed	not_parsed					
D291Q05	not_parsed	not_parsed					
D291Q06	not_parsed	not_parsed					
D291Q07	not_parsed	not_parsed					
D291Q08	not_parsed	not_parsed					
D291Q09	not_parsed	not_parsed					
D292Q01	not_parsed	not_parsed					
D292Q02	not_parsed	not_parsed					
D292Q03	not_parsed	not_parsed					
D292Q04	not_parsed	not_parsed					
D292Q05	not_parsed	not_parsed					
D292Q06	not_parsed	not_parsed					
D292Q07	not_parsed	not_parsed					
D292Q08	not_parsed	not_parsed					
D293Q01	丘逢甲	國籍	['Q718166']	['Q13426199 中華民國 (大陸時期)', 'Q8733 清朝']	[(['中华民国 (1912–1949)', '中华民国 (大陆时期)'], ['中华民国大陆时期', '中华民国']), (['清朝'], ['清代', '清', '大清'])]	['清朝末年']	清朝末年
D293Q02	not_parsed	not_parsed					
D293Q03	not_parsed	not_parsed					
D293Q04	not_parsed	not_parsed					
D293Q05	not_parsed	not_parsed					
D293Q06	not_parsed	not_parsed					
D293Q07	not_parsed	not_parsed					
D293Q08	丘逢甲	出生地	['Q718166']	['Q865 中華民國']	[(['中华民国'], ['中华台北', '中华民国台湾', '国民党中国', '中华民国自由地区', '台澎金马', 'ROC', '中国台湾', '中国台北', '民国', '台湾当局', '台北当局', '自由中国', '台湾地区', '台湾'])]	[]	None
D295Q01	not_parsed	not_parsed					
D295Q02	not_parsed	not_parsed					
D295Q03	not_parsed	not_parsed					
D295Q04	not_parsed	not_parsed					
D295Q05	not_parsed	not_parsed					
D295Q06	not_parsed	not_parsed					
D295Q07	not_parsed	not_parsed					
D295Q08	not_parsed	not_parsed					
D295Q09	not_parsed	not_parsed					
D296Q01	not_parsed	not_parsed					
D296Q02	not_parsed	not_parsed					
D296Q03	not_parsed	not_parsed					
D296Q04	not_parsed	not_parsed					
D296Q05	not_parsed	not_parsed					
D296Q06	not_parsed	not_parsed					
D296Q07	not_parsed	not_parsed					
D296Q08	not_parsed	not_parsed					
D296Q09	not_parsed	not_parsed					
D298Q01	not_parsed	not_parsed					
D298Q02	not_parsed	not_parsed					
D298Q03	not_parsed	not_parsed					
